product_id,product_name,product_brand,site_category_lv1,site_category_lv2,num_reviews,sentiment_score
125768056,"Smartphone Samsung Galaxy J1 Mini Dual Chip Android 5.1 Tela 4"" 8GB 3G Wi-Fi Câmera 5MP - Dourado",samsung,Celulares e Smartphones,Smartphone,96,0.875
132569266,"Smartphone Motorola Moto X4 Dual Cam Android 7.0 Tela 5.2"" Octa-Core 32GB Wi Fi 4G Câmera 12MP - Preto",,Celulares e Smartphones,Smartphone,96,0.7916666666666666
113048617,Cafeteira Elétrica Cadence Single CAF111 com 2 Xícaras - Vermelho,cadence,Eletroportáteis,Cafeteira,95,0.6631578947368421
127879075,Fritadeira Philco Air Fry Saúde Inox PH 3 Litros Vermelho,philco,Eletroportáteis,Fritadeira Elétrica,95,0.8947368421052632
125215742,Liquidificador Philco PH900 2L 12 Velocidades Vermelho - 900W,philco,Eletroportáteis,Liquidificador e Acessórios,94,0.851063829787234
132532746,"Smartphone Samsung Galaxy J7 Pro Android 7.0 Tela 5.5"" Octa-Core 64GB 4G Wi-Fi Câmera 13MP - Dourado",,Celulares e Smartphones,Smartphone,92,0.782608695652174
119371001,Kit Aparador de Pelos Philips Multigroom QG3339/15 Bateria Recarregável 12W,philips,Beleza e Perfumaria,Barbearia,91,0.945054945054945
127005968,Pipoqueira Elétrica Britania Pop Time VM,britania,Eletroportáteis,Pipoqueira,91,0.9340659340659341
7408885,Purificador de Água Consul CPC30AB Branco,consul,Eletroportáteis,Bebedouro e Purificador de Água,90,0.9
132276640,"Smartphone Samsung Galaxy J5 Prime Dual Chip Android 6.0 Tela 5"" Quad-Core 1.4 GHz 32GB 4G Wi-Fi Câmera 13MP com Leitor de Digital - Preto",,Celulares e Smartphones,Smartphone,88,0.9090909090909091
131765724,"Smartphone LG K10 Pro Dual Chip Android 7.0 Nougat Tela 5.7"" Octacore 32GB 4G Wi-Fi Câmera 13MP - Titânio",lg,Celulares e Smartphones,Smartphone,87,0.8390804597701149
131665660,"Smartphone Samsung Galaxy J2 Prime TV Dual Chip Android 6.0 Tela 5"" Quad-Core 1.4 GHz 16GB 4G Câmera 5MP - Dourado",samsung,Celulares e Smartphones,Smartphone,86,0.9534883720930233
131756641,"Smartphone Lg K10 Power Dual Chip Android Tela 5,5"" Octacore Android 7.0 Nougat 32GB 4G Wi-Fi Câmera 13MP - Dourado",lg,Celulares e Smartphones,Smartphone,84,0.8571428571428571
132537782,"Smartphone Samsung Galaxy J7 Pro Android 7.0 Tela 5.5"" Octa-Core 64GB 4G Wi-Fi Câmera 13MP - Preto",,Celulares e Smartphones,Smartphone,84,0.8928571428571429
116796362,Micro-ondas Consul CM020 20 Litros Cinza Espelhado,consul,Eletrodomésticos,Micro-ondas,83,0.8795180722891566
127743039,Jogo de Panelas Tramontina Paris 7 Peças Cereja Alumínio,tramontina,Utilidades Domésticas,Panelas,76,0.9605263157894737
132177650,"Smartphone LG K10 Pro Dual Chip Android 7.0 Tela 5.7"" Octacore 1.5 Ghz 32GB 4G Câmera 13MP - Dourado",lg,Celulares e Smartphones,Smartphone,76,0.881578947368421
131857856,Balde Mop com Esfregão Giratório 360 + Refil Extra - at.home,at.home,Utilidades Domésticas,Material de Limpeza,75,0.9066666666666666
132381829,"Smart TV LED 49"" Samsung 49MU6100 UHD 4K HDR Premium com Conversor Digital 3 HDMI 2 USB 120Hz",,TV e Home Theater,TV,74,0.7837837837837838
131157729,"Smartphone LG K10 Novo Dual Chip Android 7.0 Tela 5,3"" 32GB 4G 13MP - Preto",lg,Celulares e Smartphones,Smartphone,73,0.863013698630137
131471591,"Smart TV LED 40"" Toshiba 40L2600 Full HD com Conversor Digital 3 HDMI 2 USB Wi-Fi 60Hz - Preta",semp toshiba,TV e Home Theater,TV,72,0.8333333333333334
132538304,"Notebook Essentials E25s Intel Celeron Dual Core 4GB 500GB Tela LED HD 14"" Windows 10 Preto - Samsung",,Informática,Notebook,72,0.8055555555555556
131657512,"Smartphone Samsung Galaxy J2 Prime TV Dual Chip Android 6.0 Tela 5"" Quad-Core 1.4 GHz 16GB 4G Cãmera 8MP Rosa",samsung,Celulares e Smartphones,Smartphone,69,0.9710144927536232
119465323,Cafeteira Expresso Arno Nescafé Dolce Gusto Mini Me 15 Bar Automática - Preto,arno,Eletroportáteis,Cafeteira,67,0.8507462686567164
132532720,"Smartphone Samsung Galaxy J7 Pro Android 7.0 Tela 5.5"" Octa-Core 64GB 4G Wi-Fi Câmera 13MP - Azul",,Celulares e Smartphones,Smartphone,65,0.7538461538461538
17746569,Motor Chevrolet Performance 572 Completo 720hp Deluxe,,Automotivo,,65,0.7538461538461538
124488474,HD Externo Portátil Seagate Expansion 1TB USB 3.0,seagate,Informática e Acessórios,HD Externo,64,0.734375
125856540,"Processador All in One 1,2L + Liquidificador 1,5L + Espremedor de frutas 800W - Philco",philco,Eletroportáteis,Mixer e Processador de Alimentos,64,0.765625
24209864,Purificador De Água Electrolux Branco Pe11b Bivolt Com Painel Touch,,Eletroportáteis,Bebedouro e Purificador de Água,63,0.6984126984126984
7142158,Aspirador de Pó Britânia Dust Off 2 em 1 - Preto,britania,Eletroportáteis,Aspirador e Vassoura Elétrica,62,0.8709677419354839
125916485,"Smartphone Samsung Galaxy S7 Android 6.0 Tela 5.1"" 32GB 4G Câmera 12MP - Preto",samsung,Celulares e Smartphones,Smartphone,61,0.819672131147541
128722774,"Smartphone Samsung Galaxy A9 Dual Chip Android 6.0 Tela 6"" Octa-Core 1.8 Ghz 32GB 4G Câmera 16MP - Dourado",samsung,Celulares e Smartphones,Smartphone,61,0.9016393442622951
131157788,"Smartphone LG K10 Novo Dual Chip Android 7.0 Tela 5,3"" 32GB 4G 13MP - Titânio",lg,Celulares e Smartphones,Smartphone,60,0.85
132568706,Mop Giratório Fit - Flashlimp,,Utilidades Domésticas,Material de Limpeza,59,0.7627118644067796
132126342,"Smart TV LED  32"" LG 32LJ600B  HD  com Conversor Digital Wi-Fi integrado 1 USB 2 HDMI  webOS 3.5 Sistema de Som Virtual Surround Plus",lg,TV e Home Theater,TV,58,0.8448275862068966
133453185,"Smartphone Motorola Moto G6 Plus Dual Chip Android Oreo - 8.0 Tela 5.9"" Octa-Core 2.2 GHz 64GB 4G Câmera 12 + 5MP (Dual Traseira) - Índigo",,Celulares e Smartphones,Smartphone,58,0.3103448275862069
132569282,"Smartphone Motorola Moto X4 Dual Cam Android 7.0 Tela 5.2"" Octa-Core 32GB Wi-Fi 4G Câmera 12MP - Azul Topázio",,Celulares e Smartphones,Smartphone,57,0.8245614035087719
130788449,Escova Soft Brush 1000W - Philco,philco,Beleza e Perfumaria,Aparelhos elétricos para cabelo,56,0.875
132386144,"Smart TV LED Curva 49"" Samsung 49MU6300 UHD 4k com Conversor Digital 3 HDMI 2 USB Espelhamento de Tela - Preta",,TV e Home Theater,TV,55,0.7454545454545455
132769701,"Smart TV LED 32"" Philco PTV32E20DSGWA HD com Conversor Digital 2 HDMI 1 USB Wi-Fi Midiacast 60Hz - Preta",,TV e Home Theater,TV,55,0.7454545454545455
121825341,Bebedouro de Água Cadence Pure Vità Elegant BEB101 Branco,cadence,Eletroportáteis,Bebedouro e Purificador de Água,54,0.7777777777777778
131778120,"Smartphone LG K10 Power Dual Chip Android 7.0 Tela 5,5"" Octacore 32GB 4G Wi-Fi Câmera 13MP - Índigo",lg,Celulares e Smartphones,Smartphone,54,0.8148148148148148
132472966,"Smart TV LED 49"" Philco PH49F30DSGWA Full HD com Conversor Digital 2 HDMI 2 USB Wi-Fi",,TV e Home Theater,TV,53,0.5660377358490566
132733871,Lavadora de Roupas Brastemp 11kg BWK11 - Branco,,Eletrodomésticos,Máquina de Lavar e Tanquinho,53,0.8490566037735849
132126406,"Smart TV LED 43"" LG 43lj5500 Full HD com Conversor Digital Wi-Fi integrado 1 USB 2 HDMI  Com Webos 3.5 Sistema de Som Virtual Surround Plus",lg,TV e Home Theater,TV,52,0.7115384615384616
132475745,"Tablet Samsung Galaxy Tab A T280 8GB Wi-Fi Tela 7"" Android Quad-Core - Preto",,Informática,Tablet e iPad,52,0.8653846153846154
132580828,"Smartphone Asus Zenfone 4 Max Dual Chip Android 7 Tela 5.5"" Snapdragon 16GB 4G Wi-Fi Câmera Dual Traseira 13 + 5MP Frontal 8MP - Preto",,Celulares e Smartphones,Smartphone,52,0.7307692307692307
132768193,"Smart TV LED 55"" Philco PH55A17DSGWA4k Ultra HD 4k com Conversor Digital 3 HDMI 2 USB Wi-Fi Sleep timer e Closed Caption 60Hz - Preta",,TV e Home Theater,TV,52,0.46153846153846156
125768072,"Smartphone Samsung Galaxy J1 Mini Dual Chip Android 5.1 Tela 4"" 8GB 3G Wi-Fi Câmera 5MP - Preto",samsung,Celulares e Smartphones,Smartphone,51,0.8235294117647058
132898916,"Smart TV LED 49"" Samsung 49J5200 Full HD com Conversor Digial 2 HDMI 1 USB Wi-Fi Screen Mirroring e Connect Share Movie",,TV e Home Theater,TV,51,0.6862745098039216
16062770,Prancha Chapinha Nano Titanium 450 °F,,Beleza e Perfumaria,Cabelo,51,0.43137254901960786
128682792,"Smartphone Samsung Galaxy A9 Dual Chip Android 6.0 Tela 6"" Octa-Core 1.8 Ghz 32GB 4G Câmera 16MP - Preto",samsung,Celulares e Smartphones,Smartphone,50,0.86
23155828,"Marreta Oitavada Cube 2,5kg - Tramontina Pro",,Ferramentas e Jardim,Ferramentas Manuais,50,0.7
23250832,Fraldas Huggies Turma Da Mônica Soft Touch M 46un.,,Bebês,Higiene e Saúde,50,0.96
122606086,"Panela de Pressão Tramontina Vancouver 4,5 Litros Alumínio",tramontina,Utilidades Domésticas,Panelas,49,0.9183673469387755
132370265,"Smart TV LED 50"" Philips 50PUG6102/78 UHD 4K com Conversor Digital 4 HDMI 2 USB Wi-fi 60hz - Preta",,TV e Home Theater,TV,49,0.7551020408163265
128721018,"Smartphone LG X Power  Dual Chip Android 6.0 Tela 5.3"" 16GB 4G Câmera 13MP - Azul Escuro",lg,Celulares e Smartphones,Smartphone,48,0.875
18596056,Chapinha Prancha Profissional Nano Titanium 1 1/4 Até 450ºF - Bivolt,,Beleza e Perfumaria,Cabelo,48,0.5208333333333334
129543954,"Smartphone Samsung Galaxy On 7 Dual Chip Android 5.1 Tela 5.5"" 16GB 4G Câmera 13MP - Preto",samsung,Celulares e Smartphones,Smartphone,47,0.8936170212765957
132127601,"Smart TV LED Philips 43"" 43pfg5102/78 com Conversor Digital Wi-Fi integrado 2 USB 3 HDMI",philips,TV e Home Theater,TV,47,0.6170212765957447
7503466,Secador de Cabelo Taiff Tourmaline Ion Cerâmica Preto - 2000W,taiff,Beleza e Perfumaria,Cabelo,47,1.0
131657539,"Smartphone Samsung Galaxy J2 Prime TV Dual Chip Android 6.0 Tela 5"" Quad-Core 1.4 GHz 16GB 4G Câmera 8MP - Preto",samsung,Celulares e Smartphones,Smartphone,46,0.9347826086956522
131782866,"Smartphone LG K10 Power Dual Chip Android 7.0 Tela 5,5"" Octacore 32GB 4G Wi-Fi Câmera 13MP - Titânio",lg,Celulares e Smartphones,Smartphone,46,0.9130434782608695
132381386,"Notebook Lenovo Ideapad 320 Intel® Core i5-7200u 8GB 1TB Tela 15,6"" Windows 10 - Prata",,Informática,Notebook,46,0.8695652173913043
132429722,"Smart TV LED 42"" Philco PH42F10DSGWA Full HD com Conversor Digital 2 HDMI 2 USB Wi-Fi Sleep timer 60Hz Preta",,TV e Home Theater,TV,46,0.6739130434782609
132700703,Jogo de Panelas Euro Home Ágatha Colors 5 Peças - Vermelha,,Utilidades Domésticas,Panelas,46,0.45652173913043476
26673479,Smartphone Motorola Moto C Xt1750 Dual Sim Tela 5.0 8gb 5mp/2mp - Branco,,Celulares e Smartphones,Smartphone,46,0.43478260869565216
111586438,Depilador Elétrico Philips Satinelle HP6403/30,philips,Beleza e Perfumaria,Depilação,44,0.9545454545454546
122156345,Cafeteira Expresso Arno Nescafé Dolce Gusto Mini Me 15 Bar Automática - Vermelha,arno,Eletroportáteis,Cafeteira,44,0.9318181818181818
132128903,"Smart TV LED 49"" LG 49LJ5500  Full HD Conversor Digital Wi-Fi integrado  1 USB 2 HDMI webOS 3.5 Sistema de Som Virtual Surround Plus",lg,TV e Home Theater,TV,44,0.6818181818181818
132481723,"Smart TV LED 55"" Philco PH55A17DSGWA Full HD com Conversor Digital 3 HDMI 2 USB Wi-Fi",,TV e Home Theater,TV,44,0.4772727272727273
7112342,Geladeira / Refrigerador Brastemp Frost Free Clean BRM39 352L Branco,brastemp,Eletrodomésticos,Geladeira / Refrigerador,43,0.7906976744186046
131349704,"Smartphone Moto G 5 Dual Chip Android 7.0 Tela 5"" 32GB 4G Câmera 13MP - Platinum",motorola,Celulares e Smartphones,Smartphone,42,0.6190476190476191
131570644,Boneca Baby Alive Cuida de Mim Loira C2691 - Hasbro,hasbro,Brinquedos,Bonecas,42,0.9761904761904762
125719140,"TV LED 16"" Philco PH16D10D HD com Conversor Digital 1 HDMI 1 USB Sleep timer e Closed Caption",philco,TV e Home Theater,TV,41,0.7317073170731707
132215960,"Smartphone Motorola Moto C Plus Dual Chip Android 7.0 Nougat Tela 5"" Quad-Core 1.3GHz 8GB 4G Câmera 8MP - Ouro",,Celulares e Smartphones,Smartphone,41,0.7560975609756098
132732705,"TV LED 20"" Philco PH20M91D HD Conversor Digital Integrado 1 HDMI 1 USB",,TV e Home Theater,TV,41,0.7073170731707317
110757661,Mixer Britânia Mixer e Triturador de Alimentos 2 Preto 200W 2 Velocidades 1 Batedor 1 Mixer com Recipiente e Copo,britania,Eletroportáteis,Mixer e Processador de Alimentos,40,1.0
111966764,Kit 2 Travesseiros 45x65cm 100% Penas de Ganso - Daune,daune,"Cama, Mesa e Banho",Travesseiros,40,0.75
116286178,Purificador de Água Electrolux PE10B Branco Bivolt,electrolux,Eletroportáteis,Bebedouro e Purificador de Água,39,0.6153846153846154
132207708,"Smartphone Motorola Moto E4 Dual Chip Android 7.1.1 Nougat Tela 5"" Quad-Core 1.3GHz 16GB 4G Câmera 8MP - Titanium",motorola,Celulares e Smartphones,Smartphone,39,0.7692307692307693
6942227,Faqueiro Inox Tramontina Búzios 24 Peças,tramontina,Utilidades Domésticas,Pratos e Talheres,39,0.9743589743589743
111042393,Conjunto de Panelas Tramontina Versalhes Alumínio Antiaderente 5 Peças,tramontina,Utilidades Domésticas,Panelas,38,0.8421052631578947
113022329,Panela de Pressão Elétrica Philips Walita Daily 5L com Timer,philips walita,Eletroportáteis,Panela Elétrica,38,0.868421052631579
122423909,HD Externo Portátil Seagate Expansion 2TB USB 3.0 Preto,seagate,Informática e Acessórios,HD Externo,38,0.7894736842105263
125053376,Processador de Alimentos Philips Viva Preto e Vermelho RI7632 3 em 1 com 2 velocidades e Pulsar - 650W,philips walita,Eletroportáteis,Mixer e Processador de Alimentos,38,0.9210526315789473
132220822,"Smartphone Motorola Moto Z2 Play Dual Chip Android 7.1.1 Nougat Tela 5,5"" Octa-Core 2.2 GHz 64GB Câmera 12MP - Ouro",motorola,Celulares e Smartphones,Smartphone,38,0.868421052631579
125628846,"Smart TV LED 43"" Samsung 43j5200 Full HD Conversor Digital 2 HDMI 1 USB - Preto",samsung,TV e Home Theater,TV,37,0.8108108108108109
132215986,"Smartphone Motorola Moto C Plus Dual Chip Android 7.0 Nougat Tela 5"" Quad-Core 1.3GHz 8GB 4G Câmera 8MP - Preto",,Celulares e Smartphones,Smartphone,37,0.7297297297297297
22562178,Copo Acrílico Com Canudo 500ml Rocie,,Utilidades Domésticas,"Copos, Taças e Canecas",37,0.6756756756756757
7344160,Purificador de Água Polar WP1000A WP2000A Eletrônico Prata,polar,Eletroportáteis,Bebedouro e Purificador de Água,37,0.35135135135135137
121824196,Mixer Cadence Fast Blend Colors 2 Velocidades Vermelho - 170W,cadence,Eletroportáteis,Mixer e Processador de Alimentos,36,0.8055555555555556
123403301,HD Externo Portátil WD Elements 1TB USB 3.0,western digital,Informática e Acessórios,HD Externo,36,0.8611111111111112
125053341,Processador de Alimentos Philips Viva Preto RI7630 com 2 velocidades e Pulsar - 600W,philips walita,Eletroportáteis,Mixer e Processador de Alimentos,36,0.9444444444444444
131157761,"Smartphone LG K10 Novo Dual Chip Android 7.0 Tela 5,3"" 32GB 4G 13MP - Dourado",lg,Celulares e Smartphones,Smartphone,36,0.9444444444444444
132368641,Game FIFA 18 - Xbox 360,,Games,Xbox 360,36,0.9166666666666666
21763955,Balança Digital Eletrônica De Precisão Sf-400 Até 10kg Cozinha,,Utilidades Domésticas,Balança de Cozinha,36,0.5277777777777778
32143346,Kit Com 10 Cuecas Boxer De Cotton 3 0 Polo Match,,Moda,Masculino,36,0.5277777777777778
111847811,Mixer Philips Walita Linha Viva Black RI1366/0,philips walita,Eletroportáteis,Mixer e Processador de Alimentos,35,1.0
132222369,"Smartphone Motorola Moto G5 Plus Dual Chip Android Nougat 7.0 Tela 5,2"" Octa-Core 2GHz 2GB 4G Câmera 12MP - Azul Safira",motorola,Celulares e Smartphones,Smartphone,35,0.8571428571428571
18204207,Carregador Portátil Slim 10000mah Powerbank Pineng Pn-951 Com 2 Usb Original  Cor Preto,,Celulares e Smartphones,Acessórios para Celular,35,0.6571428571428571
23426588,Tapete Muito Peludo 4cm Luxo 2.00 X2.40 - Bege Mesclado,,"Cama, Mesa e Banho",Tapetes,35,0.8
25487603,Câmera Wireless Ip Hd720p Noturna Sensor Infravermelho Wifi,,Casa e Construção,Segurança,35,0.6571428571428571
118419392,Micro-ondas Brastemp Ative! BMJ38 38 Litros Inox,brastemp,Eletrodomésticos,Micro-ondas,34,0.8235294117647058
129555390,"Smartphone Asus Zenfone 3 Max Dual Chip Android 6 Tela 5.2"" 16GB 4G Câmera 13MP - Cinza Escuro",asus,Celulares e Smartphones,Smartphone,34,0.6470588235294118
132399201,Game Pro Evolution Soccer 2018 - Xbox360,,Games,Xbox 360,34,0.7941176470588235
13357821,Conjunto 8 Copos Munich Cerveja 300ml - Nadir Figueiredo,,Utilidades Domésticas,"Copos, Taças e Canecas",34,0.5
113173979,Escova Rotativa Tourmaline Infinity Ion ER-03 - Mondial,mondial,Beleza e Perfumaria,Aparelhos elétricos para cabelo,33,0.696969696969697
125633434,"Smartphone Samsung Galaxy J1 2016 Dual Chip Android 5.1 Tela 4.5"" 8GB Wi-Fi 3G Câmera 5MP - Dourado",samsung,Celulares e Smartphones,Smartphone,33,0.8787878787878788
129543971,"Fritadeira Sem Óleo Britânia Air Fry Pro Saúde 3,2 Litros Preta - 1400w",britania,Eletroportáteis,Fritadeira Elétrica,33,0.8787878787878788
132113648,"Notebook Dell Inspiron i15-5566-A10P Intel Core 6 i3 4GB 1TB Tela LED 15.6"" Windows 10 - Preto",dell,Informática,Notebook,33,0.6060606060606061
132647720,Aspirador de Pó Philco Rapid1100 Turbo 2 em 1 Preto - 1100W,,Eletroportáteis,Aspirador e Vassoura Elétrica,33,0.8787878787878788
111673700,Cartão De Memória 32Gb Micro Sd + Adaptador SD,sandisk,Câmeras e Filmadoras,Cartão de Memória,32,0.4375
129591796,Máquina de Cortar Cabelo Wahl Home Cut Basic,wahl,Beleza e Perfumaria,Barbearia,32,0.875
131234763,"Chaleira Elétrica Cadence Thermal CEL370 1,7L Preta - 1850W",,Eletroportáteis,Chaleira Elétrica,32,0.96875
29302228,Conjunto de Panelas Antiaderente Turim 10 Peças Vermelha Tramontina,,Utilidades Domésticas,Panelas,32,0.78125
111903940,Aspirador Vertical Elétrico - AP-10 - Mondial,mondial,Eletroportáteis,Aspirador e Vassoura Elétrica,31,0.9354838709677419
124946041,Cafeteira Elétrica Philco PH14TEMP 700ml Metal Preto e Inox,philco,Eletroportáteis,Chaleira Elétrica,31,0.967741935483871
126831715,Google Chromecast 2,google,Informática e Acessórios,,31,1.0
130843436,"Liquidificador Philips Walita Problend Preto RI2134/9 - 2,4L 6 Lâminas e 5 Velocidades - 700W",philips,Eletroportáteis,Liquidificador e Acessórios,31,0.8064516129032258
131981646,Kit Travel Shine Bivolt Secador + Prancha - Philco,philco,Beleza e Perfumaria,Aparelhos elétricos para cabelo,31,0.6774193548387096
132221753,"Smartphone Motorola Moto Z2 Play - Power Edition Dual Chip Android 7.1.1 Nougat Tela 5,5"" Octa-Core 2.2 GHz 64GB Câmera 12MP - Platinum",motorola,Celulares e Smartphones,Smartphone,31,0.8709677419354839
132538283,"Notebook Samsung Expert X23 Intel Core I5 8GB (GeForce 910M de 2GB) 1TB Tela 15,6'' LED HD Windows 10 - Preto",,Informática,Notebook,31,0.8709677419354839
132733927,Lavadora de Roupas Brastemp 9kg BWJ09 - Branco,,Eletrodomésticos,Máquina de Lavar e Tanquinho,31,0.8064516129032258
130921502,"Smartphone Samsung Galaxy A5 Dual Chip Android 6.0 Tela 5.2"" Octa-Core 1.9GHz 32GB 4G Câmera 16MP - Preto",samsung,Celulares e Smartphones,Smartphone,30,0.9
132140662,"Smart TV LG LED 28"" 28MT49S-PS HD com Conversor Digital Wi-Fi Integrado 2 HDMI 1 USB WebOS 3.5 Apps Screen Share",,TV e Home Theater,TV,30,0.9666666666666667
132580844,"Smartphone Asus Zenfone 4 Selfie Dual Chip Android 7 Tela 5.5"" Snapdragon 64GB 4G Câmera Traseira 16MP Dual Frontal 20MP + 8MP - Dourado",,Celulares e Smartphones,Smartphone,30,0.6666666666666666
132901548,"TV LED  24"" Philco PTV24N92D HD com Conversor Digital 1 HDMI 1 USB Sleep timer - 60Hz",,TV e Home Theater,TV,30,0.7
7494878,Barbeador Philips AquaTouch Plus AT891/14,philips,Beleza e Perfumaria,Barbearia,30,0.7
111797770,Cafeteira Cadence Single Preto e Branca + grátis 2 Xícaras,cadence,Eletroportáteis,Cafeteira,29,0.6551724137931034
113174007,Secador Infinity 2500 SC-12 Preto / Vermelho  - Mondial,mondial,Beleza e Perfumaria,Aparelhos elétricos para cabelo,29,0.8620689655172413
127990734,Lavadora de Roupas Brastemp 11kg BWS11 Cesto Smart Wave - Branco,brastemp,Eletrodomésticos,Máquina de Lavar e Tanquinho,29,0.7931034482758621
129361190,"Microsoft Office 365 Home: 5 Licenças (PC, Mac, Android e IOS) + 1 TB de HD virtual para cada licença",microsoft,Informática e Acessórios,Software,29,0.896551724137931
131231933,"Cafeteira Elétrica Cadence Urban Compact CAF300 0,6L com Jarra de Vidro - Vermelha",cadence,Eletroportáteis,Cafeteira,29,0.7931034482758621
